class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,faceMassAverage,faceMassVariance,edgeCount,segment_no
CN,6216f418-0002-d070-3136-343536373830,1005600,4722.346068,2953.629212,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d074-3136-343536373830,1005600,4704.769733,2957.511537,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d078-3136-343536373830,1006007,4598.467667,2977.368912,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d0b7-3136-343536373830,1005600,5073.627165,2946.603603,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d0bb-3136-343536373830,1005600,5091.344676,2949.780049,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d0bf-3136-343536373830,1005600,5322.226104,2941.631612,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d0c3-3136-343536373830,1005600,5304.649769,2945.513937,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d0c7-3136-343536373830,1006007,5198.347703,2965.371311,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d106-3136-343536373830,1005600,5673.507201,2934.606002,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d10a-3136-343536373830,1005600,5691.224712,2937.782448,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d10e-3136-343536373830,1005600,5922.10614,2929.634011,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d112-3136-343536373830,1005600,5904.529805,2933.516336,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d116-3136-343536373830,1006007,5798.227739,2953.373711,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d155-3136-343536373830,1005600,6273.387237,2922.608402,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d159-3136-343536373830,1005600,6291.104748,2925.784848,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d15d-3136-343536373830,1005600,6521.986176,2917.636411,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d161-3136-343536373830,1005600,6504.409841,2921.518735,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d165-3136-343536373830,1006007,6398.107775,2941.37611,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d1a4-3136-343536373830,1005600,6873.267273,2910.610801,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1a8-3136-343536373830,1005600,6890.984784,2913.787247,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1ac-3136-343536373830,1005600,7121.866212,2905.63881,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1b0-3136-343536373830,1005600,7104.289877,2909.521135,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d1b4-3136-343536373830,1006007,6997.987811,2929.378509,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d1f3-3136-343536373830,1005600,7473.147309,2898.6132,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1f7-3136-343536373830,1005600,7490.86482,2901.789646,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1fb-3136-343536373830,1005600,7721.746248,2893.641209,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d1ff-3136-343536373830,1005600,7704.169913,2897.523534,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d203-3136-343536373830,1006007,7597.867847,2917.380909,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d242-3136-343536373830,1005600,8073.027345,2886.6156,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d246-3136-343536373830,1005600,8090.744856,2889.792046,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d24a-3136-343536373830,1005600,8321.626284,2881.643609,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d24e-3136-343536373830,1005600,8304.049949,2885.525934,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d252-3136-343536373830,1006007,8197.747883,2905.383308,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d291-3136-343536373830,1005600,8672.907381,2874.617999,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d295-3136-343536373830,1005600,8690.624892,2877.794445,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d299-3136-343536373830,1005600,8921.50632,2869.646008,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d29d-3136-343536373830,1005600,8903.929985,2873.528333,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d2a1-3136-343536373830,1006007,8797.627918,2893.385708,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d2e0-3136-343536373830,1005600,9272.747425,2860.620798,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d2e4-3136-343536373830,1005600,9290.464936,2863.797245,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d2e8-3136-343536373830,1005600,9521.346364,2855.648807,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d2ec-3136-343536373830,1005600,9503.770029,2859.531132,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d2f0-3136-343536373830,1006007,9397.467962,2879.388507,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d334-3136-343536373830,1005600,9872.627461,2848.623198,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d338-3136-343536373830,1005600,9890.344972,2851.799644,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d33c-3136-343536373830,1005600,10121.2264,2843.651207,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d340-3136-343536373830,1005600,10103.65006,2847.533532,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d344-3136-343536373830,1006007,9997.347998,2867.390906,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d388-3136-343536373830,1005600,10472.5075,2836.625597,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d38c-3136-343536373830,1005600,10490.22501,2839.802043,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d390-3136-343536373830,1005600,10721.10644,2831.653606,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d394-3136-343536373830,1005600,10703.5301,2835.535931,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d398-3136-343536373830,1006007,10597.22803,2855.393306,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d3dc-3136-343536373830,1005600,11072.38753,2824.627997,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d3e0-3136-343536373830,1005600,11090.10504,2827.804443,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d3e4-3136-343536373830,1005600,11320.98647,2819.656006,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d3e8-3136-343536373830,1005600,11303.41014,2823.53833,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d3ec-3136-343536373830,1006007,11197.10807,2843.395705,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d430-3136-343536373830,1005600,11672.26757,2812.630396,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d434-3136-343536373830,1005600,11689.98508,2815.806842,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d438-3136-343536373830,1005600,11920.86651,2807.658405,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d43c-3136-343536373830,1005600,11903.29017,2811.54073,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d440-3136-343536373830,1006007,11796.98811,2831.398104,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d484-3136-343536373830,1005600,12272.14761,2800.632795,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d488-3136-343536373830,1005600,12289.86512,2803.809242,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d48c-3136-343536373830,1005600,12520.74654,2795.660804,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d490-3136-343536373830,1005600,12503.17021,2799.543129,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d494-3136-343536373830,1006007,12396.86814,2819.400504,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d4ec-3136-343536373830,1005600,12872.02764,2788.635195,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d4f0-3136-343536373830,1005600,12889.74515,2791.811641,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d4f4-3136-343536373830,1005600,13120.62658,2783.663204,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d4f8-3136-343536373830,1005600,13103.05024,2787.545529,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d4fc-3136-343536373830,1006007,12996.74818,2807.402903,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d545-3136-343536373830,1005600,13471.90768,2776.637594,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d549-3136-343536373830,1005600,13489.62519,2779.81404,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d54d-3136-343536373830,1005600,13720.50662,2771.665603,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d551-3136-343536373830,1005600,13702.93028,2775.547928,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d555-3136-343536373830,1006007,13596.62821,2795.405303,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d59e-3136-343536373830,1005600,14071.78771,2764.639994,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d5a2-3136-343536373830,1005600,14089.50522,2767.81644,106000,37766.66666,2329708889,12,lm-61
CN,6216f418-0002-d5a6-3136-343536373830,1005600,14320.38665,2759.668003,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d5aa-3136-343536373830,1005600,14302.81032,2763.550327,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d5ae-3136-343536373830,1006007,14196.50825,2783.407702,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d5f7-3136-343536373830,1005600,14671.66775,2752.642393,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d5fb-3136-343536373830,1005600,14689.38526,2755.818839,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d5ff-3136-343536373830,1005600,14920.26669,2747.670402,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d603-3136-343536373830,1005600,14902.69035,2751.552727,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d607-3136-343536373830,1006007,14796.38829,2771.410101,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d650-3136-343536373830,1005600,15271.54779,2740.644792,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d654-3136-343536373830,1005600,15289.2653,2743.821239,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d658-3136-343536373830,1005600,15520.14672,2735.672801,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d65c-3136-343536373830,1005600,15502.57039,2739.555126,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d660-3136-343536373830,1006007,15396.26832,2759.412501,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d695-3136-343536373830,1005600,15783.9835,2791.301736,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-d699-3136-343536373830,1005600,15809.97955,2790.781814,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-d6b2-3136-343536373830,1005600,16083.92352,2785.302936,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-d6b6-3136-343536373830,1005600,16109.91956,2784.783014,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-d735-3136-343536373830,1005600,0.000147438,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-d73c-3136-343536373830,1005850,0.000156657,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-d746-3136-343536373830,1005600,1000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-d74d-3136-343536373830,1005850,1000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-d757-3136-343536373830,1005600,-999.9998526,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-d75e-3136-343536373830,1005850,-999.9998433,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec17-3136-343536373830,1018150,2000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec28-3136-343536373830,1018150,3000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec39-3136-343536373830,1018150,4000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec4a-3136-343536373830,1018150,5000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec5b-3136-343536373830,1018150,6000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec6c-3136-343536373830,1018150,7000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec7d-3136-343536373830,1018150,8000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec8e-3136-343536373830,1018150,9000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ec9f-3136-343536373830,1018150,10000.00015,160.52332,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ecb0-3136-343536373830,1018150,-1999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ecc1-3136-343536373830,1018150,-2999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ecd2-3136-343536373830,1018150,-3999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ece3-3136-343536373830,1018150,-4999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ecf4-3136-343536373830,1018150,-5999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed05-3136-343536373830,1018150,-6999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed16-3136-343536373830,1018150,-7999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed27-3136-343536373830,1018150,-8999.999855,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed38-3136-343536373830,1018150,-9999.999855,160.52332,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-ed49-3136-343536373830,1018150,-11230.10756,334.2795244,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-ed5a-3136-343536373830,1018150,-12094.89587,583.5608522,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed6b-3136-343536373830,1018150,-12959.68418,832.8421799,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-ed7c-3136-343536373830,1018150,-13824.47249,1082.123508,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ed8d-3136-343536373830,1018150,-14689.2608,1331.404835,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-ed9e-3136-343536373830,1018150,-15554.04911,1580.686163,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-edb4-3136-343536373830,1018150,11230.10784,334.2796047,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-edc5-3136-343536373830,1018150,12094.89615,583.5609324,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-edd6-3136-343536373830,1018150,12959.68446,832.8422601,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ede7-3136-343536373830,1018150,13824.47277,1082.123588,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-edf8-3136-343536373830,1018150,14689.26108,1331.404916,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-ee09-3136-343536373830,1018150,15554.04939,1580.686243,15481.39234,4587.297831,34538066.02,60,lm-61
UR,6216f418-0002-ee48-3136-343536373830,1017993,-999.1874553,3049.354515,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f00c-3136-343536373830,1017993,-1599.067491,3037.356915,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f05b-3136-343536373830,1017993,-2198.947527,3025.359314,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f0aa-3136-343536373830,1017993,-2798.827563,3013.361713,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f0f9-3136-343536373830,1017993,-3398.707599,3001.364113,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f148-3136-343536373830,1017993,-3998.587635,2989.366512,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f197-3136-343536373830,1017993,-4598.467671,2977.368912,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f1e6-3136-343536373830,1017993,-5198.347707,2965.371311,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f235-3136-343536373830,1017993,-5798.227743,2953.37371,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f284-3136-343536373830,1017993,-6398.107779,2941.37611,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f2d3-3136-343536373830,1017993,-6997.987815,2929.378509,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f322-3136-343536373830,1017993,-7597.867851,2917.380909,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f371-3136-343536373830,1017993,-8197.747887,2905.383308,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f3c0-3136-343536373830,1017993,-8797.627923,2893.385707,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f40f-3136-343536373830,1017993,-9397.467967,2879.388507,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f463-3136-343536373830,1017993,-9997.348003,2867.390906,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f4b7-3136-343536373830,1017993,-10597.22804,2855.393306,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f50b-3136-343536373830,1017993,-11197.10808,2843.395705,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f55f-3136-343536373830,1017993,-11796.98811,2831.398104,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f5b3-3136-343536373830,1017993,-12396.86815,2819.400504,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f616-3136-343536373830,1017993,-12996.74818,2807.402903,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f66a-3136-343536373830,1017993,-13596.62822,2795.405303,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f6be-3136-343536373830,1017993,-14196.50826,2783.407702,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f712-3136-343536373830,1017993,-14796.38829,2771.410101,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f766-3136-343536373830,1017993,-15396.26833,2759.412501,63608.34161,5469.282054,307406874.3,66,lm-61
UR,6216f418-0002-f802-3136-343536373830,1017993,999.1874506,3049.354515,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f935-3136-343536373830,1017993,1599.067487,3037.356915,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f984-3136-343536373830,1017993,2198.947523,3025.359314,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-f9d3-3136-343536373830,1017993,2798.827559,3013.361714,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fa22-3136-343536373830,1017993,3398.707595,3001.364113,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fa71-3136-343536373830,1017993,3998.587631,2989.366512,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fac0-3136-343536373830,1017993,4598.467667,2977.368912,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fb0f-3136-343536373830,1017993,5198.347703,2965.371311,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fb5e-3136-343536373830,1017993,5798.227739,2953.373711,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fbad-3136-343536373830,1017993,6398.107775,2941.37611,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fbfc-3136-343536373830,1017993,6997.987811,2929.378509,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fc4b-3136-343536373830,1017993,7597.867847,2917.380909,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fc9a-3136-343536373830,1017993,8197.747883,2905.383308,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fce9-3136-343536373830,1017993,8797.627918,2893.385708,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fd38-3136-343536373830,1017993,9397.467962,2879.388507,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fd8c-3136-343536373830,1017993,9997.347998,2867.390906,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fde0-3136-343536373830,1017993,10597.22803,2855.393306,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fe34-3136-343536373830,1017993,11197.10807,2843.395705,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fe88-3136-343536373830,1017993,11796.98811,2831.398104,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fedc-3136-343536373830,1017993,12396.86814,2819.400504,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-ff44-3136-343536373830,1017993,12996.74818,2807.402903,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-ff9d-3136-343536373830,1017993,13596.62821,2795.405303,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0002-fff6-3136-343536373830,1017993,14196.50825,2783.407702,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0003-004f-3136-343536373830,1017993,14796.38829,2771.410101,63608.34161,5469.282054,307406874.4,66,lm-61
UR,6216f418-0003-00a8-3136-343536373830,1017993,15396.26832,2759.412501,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0003-017e-3136-343536373830,1018150,0.000145175,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0003-018f-3136-343536373830,1018150,1000.000145,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0003-01a0-3136-343536373830,1018150,-999.9998548,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
IR,62171751-0000-0a12-3136-343536393333,1007943,16803.99641,2454.556078,627900,220862.6667,83013447854,12,lm-61
AT,6218261b-0000-384f-3136-343537363935,1017600,-14500,3229.919647,310305.2058,28876.39128,7552880021,63,lm-61
AT,6218261b-0000-3853-3136-343537363935,1017600,-13300,3242.627398,296732.031,27655.0782,6904846340,63,lm-61
AT,6218261b-0000-3857-3136-343537363935,1017687.812,-14496.79124,2794.557137,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-385b-3136-343537363935,1017512.188,-14496.79124,2794.557137,89599.99696,22327.32298,984459946.3,48,lm-61
AT,6218261b-0000-385f-3136-343537363935,1017687.812,-13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-3863-3136-343537363935,1017512.188,-13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-3867-3136-343537363935,1017600,14500,3229.919647,310305.2058,28876.39128,7552880021,63,lm-61
AT,6218261b-0000-386b-3136-343537363935,1017600,13300,3242.627398,296732.031,27655.0782,6904846340,63,lm-61
AT,6218261b-0000-386f-3136-343537363935,1017687.812,14496.79124,2794.557137,89599.99696,22327.32298,984459946.3,48,lm-61
AT,6218261b-0000-3873-3136-343537363935,1017512.188,14496.79124,2794.557137,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-3877-3136-343537363935,1017687.812,13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-387b-3136-343537363935,1017512.188,13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-387f-3136-343537363935,1008000,14500,3229.919647,310305.2058,28876.39128,7552880021,63,lm-61
AT,6218261b-0000-3883-3136-343537363935,1008000,13300,3242.627398,296732.031,27655.0782,6904846340,63,lm-61
AT,6218261b-0000-3887-3136-343537363935,1008087.812,14496.79124,2794.557137,89599.99696,22327.32298,984459946.3,48,lm-61
AT,6218261b-0000-388b-3136-343537363935,1007912.188,14496.79124,2794.557137,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-388f-3136-343537363935,1008087.812,13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-3893-3136-343537363935,1007912.188,13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-3897-3136-343537363935,1008000,-14500,3229.919647,310305.2058,28876.39128,7552880021,63,lm-61
AT,6218261b-0000-389b-3136-343537363935,1008000,-13300,3242.627398,296732.031,27655.0782,6904846340,63,lm-61
AT,6218261b-0000-389f-3136-343537363935,1008087.812,-14496.79124,2794.557137,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-38a3-3136-343537363935,1007912.188,-14496.79124,2794.557137,89599.99696,22327.32298,984459946.3,48,lm-61
AT,6218261b-0000-38a7-3136-343537363935,1008087.812,-13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-38ab-3136-343537363935,1007912.188,-13296.79123,2818.557078,89599.99696,22327.32298,984459946.4,48,lm-61
AT,6218261b-0000-38af-3136-343537363935,1017600,-14482,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38b2-3136-343537363935,1017600,-14518,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38b5-3136-343537363935,1017780,-14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-38b8-3136-343537363935,1017780,-14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-38bb-3136-343537363935,1017420,-14435.58399,3042.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-38be-3136-343537363935,1017420,-14565.05196,3041.286636,17915.49682,2776.573194,31618973.58,45,lm-61
AT,6218261b-0000-38c1-3136-343537363935,1017600,-14499.76032,2943.011396,179200,68933.33333,6098808889,12,lm-61
AT,6218261b-0000-38c4-3136-343537363935,1017600,-13282,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38c7-3136-343537363935,1017600,-13318,3328.008402,101271.6173,5805.680251,506319174.7,108,lm-61
AT,6218261b-0000-38ca-3136-343537363935,1017780,-13235.58399,3066.984363,17563.58407,2726.678214,30411829.45,45,lm-61
AT,6218261b-0000-38cd-3136-343537363935,1017780,-13365.05196,3065.286636,17915.49682,2776.573194,31618973.58,45,lm-61
